  02,  03,  05,  08,  09,  11,  21,  22,  24,  26,  28,  31,  32,  33,  34,  38,  61,  62,  67,  68,  81,  82,  84, prio02, prio03, prio05, prio08, prio09, prio11, hd02, hd03, hd05, hd08, hd09, hd11, uswtv24,
   0,  42, 292,  -3,   0, 605, 242, 246,   0, 183,   0, 278, 246,  -3,  -3,  -3,  33,   0,   0,   0,  16,  81,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0,  32, 282,  -3,   0, 595, 232, 236,   0, 173,   0, 268, 236,  -3,  -3,  -3,  23,   0,   0,   0,   6,  71,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0,  23, 272,  -3,   0, 585, 223, 227,   0, 163,   0, 259, 227,  -3,  -3,  -3,  13,   0,   0,   0,   0,  61,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0,  13, 262,  -3,   0, 575, 213, 217,   0, 153,   0, 249, 217,  -3,  -3,  -3,   3,   0,   0,   0,   0,  51,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0,   3, 237, 798,   0, 550, 203, 207,   0, 127,   0, 239, 207, 583, 583, 769,   0,   0,   0,   0,   0,  25,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0,   0, 229, 790,   0, 542, 195, 200,   0, 117,   0, 231, 200, 575, 575, 761,   0,   0,   0,   0,   0,  15,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0,   0, 219, 780,   0, 532, 185, 190, 565, 107,   0, 221, 190, 565, 565, 751,   0,   0,   0,   0,   0,   5,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     31,
   0,   0, 209, 770,   0, 522, 175, 180, 555,  81,   0, 211, 180, 555, 555, 741,   0,   0,   0, 552,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     31,
   0,   0, 199, 760,   0, 512, 165, 170, 545,  71,   0, 201, 170, 545, 545, 731,   0,   0,   0, 542,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     30,
   0,   0, 188, 749,   0, 501,  10,  15, 534,  61,   0,  46,  15, 534, 534, 720,   0,   0,   0, 531,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     30,
 699,   0, 178, 739,   0, 491,   0,   5, 524,  51,  49,  36,   5, 524, 524,  49,   0,   0,   0, 521,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     29,
 689,   0, 168, 729,   0, 481,   0,   0, 514,  42,  39,  26,   0, 514, 514,  39,   0,   0, 292, 511,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     29,
 679,   0, 158, 719,   0, 471,   0,   0, 504,  32,  29,  16,   0, 504, 504,  29,   0,   0, 282, 501,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     28,
 525,   0,   4, 565,   0, 317,   0,   0, 350,  22,  19,   6,   0, 350, 350,  19,   0,   0, 136, 347,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     27,
 512,   0,   0, 552,   0, 304,   0,   0, 343,  12,   9,   0,   0, 343, 343,   9,   0,   0, 126, 334,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     27,
 502,   0,   0, 542,   0, 294,   0,   0, 333,   2,   0,   0,   0, 333, 333,   0,   0,   0, 116, 324,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     26,
 492,   0,   0, 532,   0, 284,   0,   0, 323,   0,   0,   0,   0, 323, 323,   0,   0,   0, 106, 314,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     25,
 482,   0,   0, 522,   0, 274,   0,   0, 313,   0,   0,   0,   0, 313, 313,   0,   0,   0,  96, 304,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     25,
 473,   0,   0, 513,   0, 265,   0,   0, 304,   0,   0,   0,   0, 304, 304,   0,   0,   0,  86, 295,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     24,
 463,   0,   0, 503,   0, 255,   0,   0, 294,   0,   0,   0,   0, 294, 294,   0,   0, 493,  76, 285,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     23,
 453,   0,   0, 493,   0, 245,   0,   0, 284,   0,   0,   0,   0, 284, 284,   0,   0, 483,  31, 275,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     22,
 443,   0,   0, 483,   0, 235,   0,   0, 274,   0,   0,   0,   0, 274, 274,   0,   0, 473,  21, 265,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     22,
 335,   0,   0, 375,   0, 127,   0,   0, 183,   0,   0,   0,   0, 183, 183,   0,   0, 365,  11, 157,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     21,
 325,   0,   0, 365,   0, 117,   0,   0, 173,   0,   0,   0,   0, 173, 173,   0,   0, 355,   1, 147,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     20,
 316,   0,   0, 356,   0, 108,   0,   0, 165,   0,   0,   0,   0, 165, 165,   0,   0, 346,   0, 137,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     19,
 306,   0,   0, 346,   0,  98,   0,   0, 155,   0,   0,   0,   0, 155, 155,   0,   0, 336,   0, 127,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     18,
 296,   0,   0, 336,   0,  88,   0,   0, 145,   0,   0,   0,   0, 145, 145,   0,   0, 326,   0, 117,   0,   0, 145,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     17,
 286,   0,   0, 326,   0,  78,   0,   0, 135,   0,   0,   0,   0, 135, 135, 297,   0, 316,   0, 107, 676,   0, 135,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     16,
 276,   0,   0, 316,   0,  68,   0,   0, 125,   0,   0,   0,   0, 125, 125, 287,   0, 306,   0,  97, 666,   0, 125,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     14,
 267,   0,   0, 307,   0,  59,   0,   0,  68,   0,   0,   0,   0,  68,  68, 278, 890, 297,   0,  87, 657,   0,  68,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     13,
 257,   0,   0, 297,   0,  49,   0,   0,  58,   0,   0,   0,   0,  58,  58, 268,  71, 287,   0,  77, 647,   0,  58,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     11,
 247,   0,   0, 287,   0,  39,   0,   0,  48,   0,   0,   0,   0,  48,  48, 258,  61, 277,   0,  67, 637,   0,  48,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      9,
 237,   0,   0, 277,   0,  29,   0,   0,  38,   0,   0,   0,   0,  38,  38, 248,  51, 267,   0,  57, 627,   0,  38,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      8,
 104, 104,1984,1374,   0,1126,   0,   0,1089,   0,   0,   0,   0,1089,1089,1345,  41,  48,   0,1064,   0,   0,1089,      0,      0,      0,      0,      0,      0,     50,     50,      0,      0,      0,      0,      6,
  94,  94,1974,1364,   0,1116,   0,   0,  18,   0,   0,   0,   0,1079,  18,1335,  31,  39,2019,1054,   0,   0,1079,      0,      0,      0,      0,      0,      0,     50,     50,      0,      0,      0,      0,      5,
 329, 745, 979, 369,   0, 121,   0, 949,   8,   0,   0,   0,   0,   8,   8, 340,  21,  29,1024,  77,   0,   0,   8,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      4,
 319, 735, 969, 359,   0, 111,   0, 939,   0,   0,   0,   0, 939,   0,   0, 330,  11,  19,1014,  67,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 309, 725, 959, 349,   0, 101,   0, 929,   0,   0,   0,   0, 929,   0,   0, 320,   1,   9,1004,  57,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 300, 716, 950, 340,   0,  92,   0, 920,   0,   0,   0,   0, 920,   0,   0, 311,   0,   0, 995,  47,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 295, 711, 945,   7,   0,  87,   0, 915,   0,   0,   0,   0, 915,   0,   0, 306,   0,   0, 990,  37,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 288, 704, 938,   0,   0,  80,   0, 908,   0,   0,   0,   0, 908,   0,   0, 299,   0,   0, 983,  30,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 280, 696, 930,   0,   0,  72,   0, 900,   0,  -3,   0,   0, 900,   0,   0, 291,   0,   0, 975,  20,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 270, 686, 920,   0,   0,  62,   0, 890,   0,  -3,   0,   0, 890,   0,   0, 281,   0,   0, 965,  10,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 260, 676, 910,   0,   0,  52,   0, 880,   0,  -3,   0,   0, 880,   0,   0, 271,   0,   0, 955,   0,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 250, 666, 900,   0,   0,  42,   0, 870,   0,  -3,   0, 902, 870,   0,   0, 261,   0,   0, 945,   0,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 241, 657, 891,   0,   0,  33,   0, 861,   0,  -3,   0, 893, 861,   0,   0, 252,   0,   0,  59,   0,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 232, 648, 882,   0,   0,  24,   0, 852,   0,  -3,   0, 884, 852,   0,   0, 243,   0,   0,  50,   0,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 224, 640, 874,   0,   0,  16,   0, 844,   0,  -3,   0, 876, 844,   0,   0, 235,   0,   0,  40,   0, 614,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 214, 630, 864,   0,   0,   6,   0, 834,   0,  -3,   0, 866, 834,   0,   0, 225,   0,   0,  30,   0, 604,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 205, 622, 856,   0,   0,   0,   0, 826,   0,  -3,   0, 858, 826,   0,   0, 217,   0,   0,  20,   0, 596,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 195, 612, 846,   0,   0,   0,   0, 816,   0,   0,   0, 848, 816,   0,   0, 207,   0,   0,  11,   0, 586,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 185, 602, 836, 226,   0,   0,   0, 806,   0,   0,   0, 838, 806,   0,   0, 197,   0,   0,   1,   0, 576,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 175, 592, 826, 216,   0,   0,   0, 796,   0,   0,   0, 828, 796,   0,   0, 187,   0,   0,   0,   0, 566,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
  44, 450, 684,  74,   0,   0,   0, 654,   0,   0,   0, 686, 654,   0,   0,  53,   0,   0,   0,   0, 424,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
  35, 117,1657,1047,   0,   0,   0,1627,   0,   0,  44,1659,1627,   0,   0,  44,   0,   0,   0,   0,1397,   0,   0,      0,      0,      0,      0,      0,      0,     50,     50,      0,      0,      0,      0,      0,
  25, 107,1647,1037,   0,   0,   0,1617,   0,   0,  34,1649,1617,   0,   0,  34,   0,   0,   0,   0,1387,   0,   0,      0,      0,      0,      0,      0,      0,     50,     50,      0,      0,      0,      0,      0,
  17,  97,1637,1027,   0,   0,   0,1607,   0,   0,  24,1639,1607,   0,   0,  24,   0,   0,   0,   0,1377,   0,   0,      0,      0,      0,      0,      0,      0,     50,     50,      0,      0,      0,      0,      0,
   7,  47,1587, 977,   0,   0,   0,1557,   0,   0,  14,1589,1557,   0,   0,  14,   0,   0,   0,   0,1327,   0,   0,      0,      0,      0,      0,      0,      0,     50,     50,      0,      0,      0,      0,      0,
   0, 403, 637,  27,   0,   0,   0, 607,   0,   0,   4, 639, 607,   0,   0,   4,   0,  27,   0,   0, 377,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0, 393, 627,  17,   0,   0,   0, 597,   0,   0,   0, 629, 597,   0,   0,   0,   0,  17,   0,   0, 367,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0, 383, 617,   7,   0,   0,   0, 587,   0,   0,   0, 619, 587,   0,   0,   0,   0,   7,   0,   0, 357,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0, 375, 609,   0,   0,   0,   0, 579,  -3,   0,   0, 611, 579,   0,  -3,   0,   0,   0,   0,   0, 349,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0, 365, 599,   0,   0,   0,   0, 569,  -3,   0,   0, 601, 569,  -3,  -3,   0,   0,   0,   0,   0, 339,   0,  -3,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0, 355, 589,   0,   0,   0,   0, 559,  -3,   0,   0, 591, 559,  -3,  -3,   0,   0,   0,   0,   0, 329,   0,  -3,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0, 345, 579,   0,   0, 892,   0, 549,  -3,   0,   0, 581, 549,  -3,  -3,   0,   0,   0,   0,   0, 319,   0,  -3,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0, 336, 570,   0,   0, 883,   0, 540,  -3,   0,   0, 572, 540,  -3,  -3,   0,   0,   0,   0,   0, 310,   0,  -3,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0, 326, 560,   0,   0, 873,   0, 530,  -3,   0,   0, 562, 530,  -3,  -3,   0,   0,   0,   0,   0, 300,   0,  -3,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0, 316, 550,   0,   0, 863,   0, 520,  -3,   0,   0, 552, 520,  -3,  -3,   0,   0,   0,   0,   0, 290,   0,  -3,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0, 306, 540,   0,   0, 853,   0, 510,  -3,   0,   0, 542, 510,  -3,  -3,   0,   0,   0, 585,   0, 280,   0,  -3,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0, 296, 530,   0,   0, 843,   0, 500,   0, 470,   0, 532, 500,   0,   0,   0,   0,   0, 575,   0, 270,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0, 286, 520,   0,   0, 833,   0, 490,   0, 460,   0, 522, 490,   0,   0,   0,   0,   0, 565,   0, 260,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0, 276, 510,   0,   0, 823,   0, 480,   0, 450,   0, 512, 480,   0,   0,   0,   0,   0, 555,   0, 250,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0, 266, 500,   0,   0, 813,   0, 470,   0, 440,   0, 502, 470,   0,   0,   0,   0,   0, 545,   0, 240,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0, 133, 367,   0,   0, 680,   0, 337,   0, 430,   0, 369, 337,   0,   0,   0,   0,   0, 465,   0, 107,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0, 123, 357,   0,   0, 670,   0, 327,   0, 420,   0, 359, 327,   0,   0,   0,   0,   0, 455,   0,  97,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0, 113, 347,   0,   0, 660,   0, 317,   0, 410,   0, 349, 317,   0,   0,   0,   0,   0, 445,   0,  87,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0, 103, 337,   0,   0, 650, 303, 307,   0, 400,   0, 339, 307,   0,   0,   0,   0,   0, 435,   0,  77,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0,  74, 308,   0,   0, 621, 274, 278,   0, 128,   0, 310, 278,   0,   0,   0,   0,   0, 328,   0,  48,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0,  64, 298, 859,   0, 611, 264, 268,   0, 118,   0, 300, 268,   0,   0,   0,   0,   0, 318,   0,  38,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0,  54, 288, 849,   0, 601, 254, 258,   0, 108,   0, 290, 258,   0,   0,   0,   0,   0, 308,   0,  28,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0,  45, 279, 840,   0, 592, 245, 249,   0,  58,   0, 281, 249,   0,   0,   0,   0,   0, 299,   0,  18,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   0,  35, 269, 830,   0, 582, 235, 239,   0,  48,   0, 271, 239,   0,   0,   0,   0,   0, 289,   0,   8,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 780,  25, 259, 820,   0, 572, 225, 229,   0,  39,   0, 261, 229,   0,   0,   0,   0,   0, 279,   0,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 770,  15, 249, 810,   0, 562, 215, 219,   0,  29,   0, 251, 219,   0,   0,   0,   0,   0, 269,   0,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 762,   7, 241, 802,   0, 554, 207, 211,   0,  19,   0, 243, 211,   0,   0,   0,   0,   0, 261,   0,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 754,   0, 233, 794,   0, 546, 199, 204,   0,   9,   0, 235, 204,   0,   0,   0,   0,   0, 253,   0,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 744,   0, 223, 784,   0, 536, 189, 194,   0,   0,   0, 225, 194,   0,   0,   0,   0,   0, 243,   0,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 734,   0, 213, 774,   0, 526, 179, 184,   0,   0,   0, 215, 184,   0,   0,   0,   0,   0, 233,   0,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 724,   0, 203, 764,   0, 516, 169, 174,   0,   0,   0, 205, 174,   0,   0,   0,   0,   0, 223,   0,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 715,   0, 194, 755,   0, 507, 160, 165,   0,   0,   0, 196, 165,   0,   0,   0,   0,   0, 214,   0,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 557,   0,  36, 597,   0, 349,   2,   7,   0,   0,   0,  38,   7,   0,   0,   0,   0,   0,  56,   0,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 547,   0,  26, 587,   0, 339,   0,   0,   0,   0,   0,  28,   0, 372, 372,   0,   0,   0,  46,   0,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 537,   0,  16, 577,   0, 329,   0,   0,   0,   0,   0,  18,   0, 362, 362,   0,   0,   0,  36,   0,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 527,   0,   6, 567,   0, 319,   0,   0,   0,   0,   0,   8,   0, 352, 352,   0,   0,   0,  27,   0,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 513,   0,   0, 553,   0, 305,   0,   0,   0,   0,   0,   0,   0, 344, 344,   0,   0,   0,  17,   0,   0,   0, 344,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 503,   0,   0, 543,   0, 295,   0,   0,   0,   0,   0,   0,   0, 334, 334,   0,   0,   0,   7,   0,   0,   0, 334,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 493,   0,   0, 533,   0, 285,   0,   0,   0,   0,   0,   0,   0, 324, 324,   0,   0,   0,   0,   0,   0,   0, 324,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 483,   0,   0, 523,   0, 275,   0,   0,   0,   0,   0,   0,   0, 314, 314,   0,   0,   0,   0,   0,   0,   0, 314,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 474,   0,   0, 514,   0, 266,   0,   0,   0,   0,   0,   0,   0, 305, 305,   0,   0,  44,   0,   0, 864,   0, 305,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 464,   0,   0, 504,   0, 256,   0,   0,   0,   0,   0,   0,   0, 295, 295,   0,   0,  34,   0,   0, 854,   0, 295,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 454,   0,   0, 494,   0, 246,   0,   0,   0,   0,   0,   0,   0, 285, 285,   0,   0,  24,   0,   0, 844,   0, 285,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 444,   0,   0, 484,   0, 236,   0,   0,   0,   0,   0,   0,   0, 275, 275,   0,   0,  14,   0,   0, 834,   0, 275,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 434,   0,   0, 474,   0, 226,   0,   0,   0,   0,   0,   0,   0, 265, 265,   0,   0,   4,   0,   0, 824,   0, 265,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 327,   0,   0, 367,   0, 119,   0,   0,  66,   0,   0,   0,   0,  66,  66,   0,   0,   0,   0,   0,   0,   0,  66,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 317,   0,   0, 357,   0, 109,   0,   0,  56,  -3,   0,   0,   0,  56,  56,   0, 129,   0,   0,   0,   0,   0,  56,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 307,   0,   0, 347,   0,  99,   0,   0,  47,  -3,   0,   0,   0,  47,  47,   0, 119,   0,   0,   0,   0,   0,  47,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 297,   0,   0, 337,   0,  89,   0,   0,  37,  -3,   0,   0,   0,  37,  37,   0, 109,   0,   0,   0,   0,   0,  37,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 287,   0,   0, 327,   0,  79,   0,   0,  27,  -3,   0,   0,   0,  27,  27,   0,  99,   0,   0,   0,   0,   0,  27,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 277,   0,   0, 317,   0,  69,   0,   0,  17,  -3,   0,   0,   0,  17,  17,   0,  89,   0,   0,   0,   0,   0,  17,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 268,   0,   0, 308,   0,  60,   0,   0,   7,  -3,   0,   0,   0,   7,   7,   0,  79,   0, 963,   0,   0,   0,   7,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 258,   0, 908, 298,   0,  50,   0,   0,   0,  -3,   0,   0,   0,   0,   0,   0,  69,   0, 953,   0,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 248,   0, 898, 288,   0,  40,   0,   0,   0,  -3,   0,   0,   0,   0,   0,   0,  59,   0, 943,   0,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 238,   0, 888, 278,   0,  30,   0,   0,   0,  -3,   0,   0,   0,   0,   0,   0,  49,   0, 933,   0,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 229,   0, 879, 269,   0,  21,   0,   0,   0,  -3,   0,   0,   0,   0,   0,   0,  39,   0, 924,   0,   0,   0,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 219,   0, 869, 259,   0,  11,   0,   0,   0,   0, 230,   0,   0,   0,   0,   0,  29,   0, 914,   0,   0, 579,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 210,   0, 860, 250,   0,   2,   0,   0,   0,   0, 221,   0,   0,   0,   0,   0,  19,   0, 905,   0,   0, 570,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 201,   0, 852, 242,   0,   0,   0,   0,   0,   0, 213,   0, 822,   0,   0,   0,   9,   0, 897,  22,   0, 562,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 191,   0, 842, 232,   0,   0,   0,   0,   0,   0, 203,   0, 812,   0,   0,   0,   0,   0, 887,  12,   0, 552,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 181,   0, 832, 222,   0,   0,   0, 802,   0,   0, 193,   0, 802,   0,   0,   0,   0, 211,  67,   2,   0, 542,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 171,   0, 822, 212,   0,   0,   0, 792,   0,   0, 183,   0, 792,   0,   0,   0,   0, 201,  59,   0,   0, 532,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 162,   0, 813, 203,   0,   0,   0, 783,   0,   0, 174,   0, 783,   0,   0,   0,   0, 192,  49,   0,   0, 523,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
 152,   0, 803, 193,   0,   0,   0, 773,   0,   0, 164, 805, 773,   0,   0,   0,   0, 182,  39,   0,   0, 513,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
  37,   0, 668,  58,   0,   0,   0, 638,   0,   0,  64, 670, 638,  -3,   0,   0,   0,  48,  29,   0, 408, 378,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
  28,   0, 658,  48,   0,   0,   0, 628,   0,   0,  53, 660, 628,  -3,   0,   0,   0,  39,  19,   0, 398, 368,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
  18,   0, 648,  38,   0,   0,   0, 618,   0,   0,  44, 650, 618,  -3,  -3,  44,   0,  29,  10,   0, 388, 358,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
   8,   0, 638,  28,   0,   0,   0, 608,   0,   0,  34, 640, 608,  -3,  -3,  34,   0,  19,   0,   0, 378, 348,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
